alert_id,timestamp,priority,status,category,driver_id,driver_name,driver_initials,driver_company,alert_type,zone,sla_met,sla_target_hours,resolution_hours,assigned_team,operator_id,operator_name,operator_initials,operator_role
ALT000223,2026-04-05T01:44:04,low,fined,Marine,DRV12425,Ziad Al Mazrouei,ZM,Dubai Marine Transport,Reckless Lane Change,Mirdif,yes,24,21.1,Field Response Team,OP024,Karim Al Tayer,KT,Junior Operator
ALT002534,2026-04-05T01:35:37,medium,closed,Limousine & E-Hail,DRV10698,Rashid Al Awadhi,RA,Careem,Mobile Phone Usage,Al Rashidiya,no,12,19.4,Marine Patrol,OP010,Rashid Al Shamsi,RS,Operator
ALT002834,2026-04-05T01:29:02,low,escalated,Limousine & E-Hail,DRV11656,Marwan Al Maktoum,MM,Hala Rides,Lane Discipline,Al Quoz,yes,24,14.7,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT006380,2026-04-05T01:17:25,low,closed,Public Bus,DRV11795,Karim Al Qassimi,KQ,RTA Public Buses,Unauthorized Pickup,Mirdif,no,24,25.6,Traffic Operations A,OP003,Omar Al Falasi,OF,Operator
ALT001468,2026-04-04T21:52:35,medium,closed,Taxi,DRV12196,Mahmoud Al Awadhi,MA,Cars Taxi,Mobile Phone Usage,Dubai Marina,yes,12,7.9,Traffic Operations A,OP002,Khalid Al Suwaidi,KA,Operator
ALT001937,2026-04-04T20:32:49,low,closed,Limousine & E-Hail,DRV10942,Rashid Al Qassimi,RQ,Uber Fleet,Unsafe Distance,Jumeirah,yes,24,14.9,Public Transit Unit,OP015,Ibrahim Al Naqbi,IN,Operator
ALT004809,2026-04-04T17:40:00,low,closed,Taxi,DRV10380,Ayman Al Awadhi,AA,Metro Taxi,Excessive Idling,Jumeirah,yes,24,13.1,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT006531,2026-04-04T13:53:39,low,closed,Taxi,DRV10325,Hamad Al Nuaimi,HN,Arabia Taxi,Unsafe Distance,Downtown Dubai,no,24,25.8,Marine Patrol,OP009,Saeed Al Nuaimi,SN,Senior Operator
ALT006411,2026-04-04T13:32:20,low,closed,Taxi,DRV12022,Marwan Al Qassimi,MQ,Cars Taxi,Route Deviation,Al Barsha,yes,24,14.4,Marine Patrol,OP009,Saeed Al Nuaimi,SN,Senior Operator
ALT005264,2026-04-04T13:04:13,medium,new,Limousine & E-Hail,DRV11578,Hassan Al Suwaidi,HS,Uber Fleet,Excessive Idling,Al Quoz,yes,12,2.4,Public Transit Unit,OP015,Ibrahim Al Naqbi,IN,Operator
ALT004176,2026-04-04T11:11:00,high,in_progress,Taxi,DRV12404,Ayman Al Owais,AO,Metro Taxi,Unsafe Distance,Mirdif,no,4,7.9,Smart Enforcement,OP017,Hamad Al Qassimi,HQ,Senior Operator
ALT003621,2026-04-04T10:08:12,low,closed,Taxi,DRV12257,Hamad Al Hashimi,HH,Arabia Taxi,Excessive Idling,Al Barsha,no,24,49.9,Marine Patrol,OP010,Rashid Al Shamsi,RS,Operator
ALT002286,2026-04-04T09:08:32,low,new,Public Bus,DRV11026,Sultan Al Maktoum,SM,Emirates Transport,Unauthorized Stop,Al Qusais,yes,24,1.1,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT003636,2026-04-04T07:58:33,medium,closed,Limousine & E-Hail,DRV11363,Walid Al Falasi,WF,Uber Fleet,Route Deviation,Deira,yes,12,10.1,Traffic Operations A,OP002,Khalid Al Suwaidi,KA,Operator
ALT007679,2026-04-04T07:29:08,low,in_progress,Marine,DRV10186,Sultan Al Maktoum,SM,Dubai Marine Transport,Red Light Violation,Al Qusais,yes,24,0.8,Marine Patrol,OP011,Sultan Al Awadhi,SA,Operator
ALT003039,2026-04-04T07:19:29,medium,closed,Taxi,DRV10512,Saeed Al Qassimi,SQ,Metro Taxi,Unauthorized Stop,Silicon Oasis,no,12,19.3,Marine Patrol,OP010,Rashid Al Shamsi,RS,Operator
ALT002952,2026-04-04T07:05:26,medium,closed,Taxi,DRV10720,Tariq Al Maktoum,TM,Citi Taxi,Route Deviation,Jumeirah,yes,12,9.6,Public Transit Unit,OP015,Ibrahim Al Naqbi,IN,Operator
ALT001694,2026-04-04T05:47:24,medium,closed,Taxi,DRV12448,Adel Al Mazrouei,AM,Metro Taxi,Red Light Violation,Dubai Investment Park,yes,12,3.0,Field Response Team,OP022,Mahmoud Al Marri,MA,Operator
ALT005801,2026-04-04T04:19:59,low,closed,Limousine & E-Hail,DRV11647,Karim Al Maktoum,KM,Uber Fleet,Unauthorized Pickup,Dubai Marina,no,24,31.1,Smart Enforcement,OP018,Adel Al Hammadi,AH,Operator
ALT008338,2026-04-04T04:06:13,medium,closed,Taxi,DRV10438,Bilal Al Hammadi,BH,National Taxi,Tampered Meter,Downtown Dubai,no,12,25.5,Field Response Team,OP023,Ziad Al Falasi,ZF,Operator
ALT005591,2026-04-03T22:31:39,low,closed,Taxi,DRV10330,Mohammed Al Mazrouei,MM,National Taxi,Unsafe Distance,Mirdif,no,24,62.3,Marine Patrol,OP010,Rashid Al Shamsi,RS,Operator
ALT006960,2026-04-03T20:36:30,medium,fined,Hourly Rental,DRV11362,Hassan Al Zaabi,HZ,Careem,Unauthorized Stop,Downtown Dubai,yes,12,10.8,Traffic Operations A,OP001,Ahmed Salem,AS,Senior Operator
ALT005632,2026-04-03T19:19:47,low,new,Taxi,DRV10332,Adel Al Awadhi,AA,Metro Taxi,Lane Discipline,Dubai Marina,yes,24,2.2,Smart Enforcement,OP019,Marwan Al Mansouri,MM,Operator
ALT005811,2026-04-03T19:08:16,medium,closed,Taxi,DRV10592,Salim Al Zaabi,SZ,National Taxi,Speeding (>20 km/h over),Deira,yes,12,9.0,Public Transit Unit,OP015,Ibrahim Al Naqbi,IN,Operator
ALT001516,2026-04-03T15:29:51,medium,in_progress,Taxi,DRV12105,Sultan Al Mansouri,SM,Arabia Taxi,Lane Discipline,Deira,yes,12,10.3,Marine Patrol,OP010,Rashid Al Shamsi,RS,Operator
ALT006300,2026-04-03T14:38:13,low,closed,Taxi,DRV12235,Karim Al Shamsi,KS,National Taxi,Unsafe Distance,Al Quoz,no,24,28.0,Marine Patrol,OP009,Saeed Al Nuaimi,SN,Senior Operator
ALT004964,2026-04-03T08:40:09,medium,in_progress,Taxi,DRV11888,Nasser Al Naqbi,NN,Citi Taxi,Unauthorized Pickup,JBR,yes,12,11.2,Field Response Team,OP023,Ziad Al Falasi,ZF,Operator
ALT000843,2026-04-03T07:57:16,low,new,Hourly Rental,DRV10997,Faisal Al Nuaimi,FN,Careem,Speeding (>20 km/h over),Dubai Marina,yes,24,0.1,Marine Patrol,OP010,Rashid Al Shamsi,RS,Operator
ALT003338,2026-04-03T07:32:52,low,closed,Limousine & E-Hail,DRV12148,Hassan Al Nuaimi,HN,Yango Premium,Mobile Phone Usage,Dubai Sports City,yes,24,21.8,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT005984,2026-04-03T05:39:29,medium,fined,Taxi,DRV10939,Adel Al Marri,AM,National Taxi,Unsafe Distance,Business Bay,yes,12,5.6,Traffic Operations B,OP006,Laila Mansour,LM,Operator
ALT006570,2026-04-03T04:15:24,high,escalated,Marine,DRV10671,Ayman Al Zaabi,AZ,Dubai Marine Transport,Unauthorized Stop,Mirdif,no,4,25.2,Marine Patrol,OP010,Rashid Al Shamsi,RS,Operator
ALT000785,2026-04-03T03:50:35,high,new,Public Bus,DRV11099,Salim Al Mansouri,SM,RTA Public Buses,Excessive Idling,JBR,yes,4,2.6,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT003322,2026-04-03T03:26:31,low,in_progress,Taxi,DRV11175,Karim Al Awadhi,KA,Metro Taxi,Red Light Violation,Al Barsha,yes,24,8.0,Public Transit Unit,OP015,Ibrahim Al Naqbi,IN,Operator
ALT005091,2026-04-03T02:53:53,medium,closed,Limousine & E-Hail,DRV11743,Salim Al Hammadi,SH,Genie Limousine,Red Light Violation,Dubai Marina,no,12,16.8,Traffic Operations A,OP003,Omar Al Falasi,OF,Operator
ALT007418,2026-04-03T01:08:42,low,in_progress,Public Bus,DRV11942,Sultan Al Shamsi,SS,Emirates Transport,Tampered Meter,Al Rashidiya,yes,24,1.4,Field Response Team,OP024,Karim Al Tayer,KT,Junior Operator
ALT001749,2026-04-02T23:19:47,medium,escalated,Public Bus,DRV10122,Walid Al Awadhi,WA,RTA Public Buses,Mobile Phone Usage,Dubai Investment Park,no,12,47.3,Smart Enforcement,OP019,Marwan Al Mansouri,MM,Operator
ALT005227,2026-04-02T22:42:42,low,closed,Limousine & E-Hail,DRV12316,Tariq Al Qassimi,TQ,Careem,Unauthorized Stop,Deira,yes,24,4.8,Public Transit Unit,OP015,Ibrahim Al Naqbi,IN,Operator
ALT005770,2026-04-02T20:56:23,low,closed,Taxi,DRV10908,Fadi Al Tayer,FT,Metro Taxi,Route Deviation,Al Barsha,no,24,38.9,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT001514,2026-04-02T19:59:45,low,escalated,Taxi,DRV11671,Rashid Al Falasi,RF,Dubai Taxi Corporation,Unsafe Distance,Deira,no,24,51.4,Public Transit Unit,OP014,Yousef Al Mazrouei,YM,Operator
ALT005287,2026-04-02T19:48:57,medium,fined,Limousine & E-Hail,DRV10164,Ayman Al Hammadi,AH,Hala Rides,Tampered Meter,JBR,no,12,21.7,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT006647,2026-04-02T18:43:38,high,closed,Taxi,DRV11600,Ziad Al Hammadi,ZH,Metro Taxi,Unauthorized Stop,Jumeirah,no,4,5.5,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT000677,2026-04-02T18:15:53,low,new,Limousine & E-Hail,DRV11103,Karim Al Maktoum,KM,Genie Limousine,Unauthorized Pickup,Silicon Oasis,yes,24,1.3,Public Transit Unit,OP015,Ibrahim Al Naqbi,IN,Operator
ALT008349,2026-04-02T15:57:39,low,new,Taxi,DRV10720,Tariq Al Maktoum,TM,Citi Taxi,Unauthorized Pickup,Business Bay,yes,24,0.5,Field Response Team,OP022,Mahmoud Al Marri,MA,Operator
ALT007242,2026-04-02T14:49:04,low,closed,School Bus,DRV11590,Mohammed Al Tayer,MT,Emirates Transport,Route Deviation,Al Quoz,no,24,24.3,Marine Patrol,OP010,Rashid Al Shamsi,RS,Operator
ALT002227,2026-04-02T13:42:56,low,new,Hourly Rental,DRV11885,Mahmoud Al Awadhi,MA,Careem,Route Deviation,Downtown Dubai,yes,24,2.9,Marine Patrol,OP009,Saeed Al Nuaimi,SN,Senior Operator
ALT004735,2026-04-02T12:27:39,medium,closed,Public Bus,DRV11099,Salim Al Mansouri,SM,RTA Public Buses,Reckless Lane Change,Deira,yes,12,3.3,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT001460,2026-04-02T10:19:00,high,escalated,Taxi,DRV10003,Mohammed Al Mansouri,MM,Citi Taxi,Red Light Violation,Deira,no,4,87.2,Public Transit Unit,OP014,Yousef Al Mazrouei,YM,Operator
ALT001275,2026-04-02T07:38:09,low,closed,Limousine & E-Hail,DRV12431,Tariq Al Hammadi,TH,Yango Premium,Lane Discipline,JBR,yes,24,14.8,Smart Enforcement,OP020,Ayman Al Maktoum,AM,Junior Operator
ALT003132,2026-04-02T07:36:25,low,in_progress,Taxi,DRV11771,Mansour Al Marri,MM,National Taxi,Reckless Lane Change,Business Bay,yes,24,0.6,Marine Patrol,OP010,Rashid Al Shamsi,RS,Operator
ALT006167,2026-04-02T07:11:11,medium,new,Taxi,DRV10180,Mahmoud Al Nuaimi,MN,Metro Taxi,Route Deviation,Downtown Dubai,yes,12,0.4,Traffic Operations A,OP003,Omar Al Falasi,OF,Operator
ALT004749,2026-04-02T06:18:18,low,closed,Hourly Rental,DRV10996,Tariq Al Falasi,TF,Hala Rides,Tampered Meter,Jumeirah,no,24,52.1,Smart Enforcement,OP019,Marwan Al Mansouri,MM,Operator
ALT006579,2026-04-02T04:49:09,low,closed,Taxi,DRV11270,Saeed Al Mazrouei,SM,Metro Taxi,Reckless Lane Change,Dubai Sports City,yes,24,12.9,Traffic Operations A,OP001,Ahmed Salem,AS,Senior Operator
ALT005718,2026-04-02T01:54:30,low,closed,Taxi,DRV10971,Nasser Al Suwaidi,NS,Metro Taxi,Tampered Meter,Al Rashidiya,no,24,44.4,Traffic Operations A,OP003,Omar Al Falasi,OF,Operator
ALT007303,2026-04-02T01:04:11,medium,new,Public Bus,DRV10309,Ziad Al Falasi,ZF,Emirates Transport,Failure to Yield,Silicon Oasis,yes,12,1.4,Smart Enforcement,OP018,Adel Al Hammadi,AH,Operator
ALT001658,2026-04-02T00:38:41,low,escalated,Limousine & E-Hail,DRV11743,Salim Al Hammadi,SH,Genie Limousine,Lane Discipline,Jumeirah,no,24,66.0,Traffic Operations A,OP001,Ahmed Salem,AS,Senior Operator
ALT006445,2026-04-01T23:13:25,medium,closed,Hourly Rental,DRV11106,Ibrahim Al Awadhi,IA,Al Naboodah Transport,Mobile Phone Usage,Business Bay,yes,12,6.6,Smart Enforcement,OP018,Adel Al Hammadi,AH,Operator
ALT007073,2026-04-01T23:11:11,low,closed,Public Bus,DRV10209,Hamad Al Zaabi,HZ,RTA Public Buses,Lane Discipline,Al Rashidiya,no,24,61.3,Field Response Team,OP022,Mahmoud Al Marri,MA,Operator
ALT006730,2026-04-01T22:50:58,medium,closed,School Bus,DRV10426,Ahmed Al Nuaimi,AN,Emirates Transport,Speeding (>20 km/h over),Al Quoz,no,12,14.6,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT003365,2026-04-01T21:30:08,low,closed,Marine,DRV11295,Tariq Al Zaabi,TZ,Dubai Marine Transport,Red Light Violation,Deira,no,24,25.6,Smart Enforcement,OP018,Adel Al Hammadi,AH,Operator
ALT008262,2026-04-01T21:23:07,medium,closed,School Bus,DRV10399,Sultan Al Hammadi,SH,School Transport Services,Mobile Phone Usage,JBR,no,12,14.3,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT002857,2026-04-01T21:19:58,medium,fined,Limousine & E-Hail,DRV12322,Hamad Al Naqbi,HN,Uber Fleet,Unauthorized Stop,Mirdif,no,12,45.2,Public Transit Unit,OP014,Yousef Al Mazrouei,YM,Operator
ALT008035,2026-04-01T17:07:17,low,closed,Public Bus,DRV10548,Ibrahim Al Naqbi,IN,RTA Public Buses,Lane Discipline,Deira,no,24,36.5,Public Transit Unit,OP013,Tariq Al Hashimi,TH,Shift Supervisor
ALT008122,2026-04-01T11:13:50,low,escalated,Taxi,DRV11329,Mansour Al Owais,MO,Citi Taxi,Unauthorized Pickup,Downtown Dubai,no,24,59.4,Marine Patrol,OP011,Sultan Al Awadhi,SA,Operator
ALT001710,2026-04-01T05:21:08,medium,closed,Limousine & E-Hail,DRV11304,Yousef Al Mazrouei,YM,Genie Limousine,Unauthorized Pickup,Al Quoz,yes,12,6.0,Marine Patrol,OP011,Sultan Al Awadhi,SA,Operator
ALT006256,2026-04-01T05:03:36,low,escalated,Marine,DRV10684,Ahmed Al Awadhi,AA,Dubai Marine Transport,Excessive Idling,Deira,no,24,93.8,Traffic Operations A,OP003,Omar Al Falasi,OF,Operator
ALT004837,2026-04-01T02:04:26,low,closed,Taxi,DRV11510,Tariq Al Qassimi,TQ,National Taxi,Excessive Idling,Dubai Investment Park,no,24,51.7,Smart Enforcement,OP018,Adel Al Hammadi,AH,Operator
ALT000022,2026-04-01T00:46:26,low,fined,Taxi,DRV12180,Ayman Al Shamsi,AS,Arabia Taxi,Mobile Phone Usage,Business Bay,yes,24,21.2,Public Transit Unit,OP014,Yousef Al Mazrouei,YM,Operator
ALT006572,2026-03-31T23:32:04,medium,closed,Taxi,DRV12304,Ayman Al Owais,AO,Cars Taxi,Red Light Violation,Al Barsha,no,12,21.0,Field Response Team,OP022,Mahmoud Al Marri,MA,Operator
ALT004818,2026-03-31T22:39:16,low,closed,Taxi,DRV12396,Rashid Al Nuaimi,RN,Metro Taxi,Failure to Yield,Al Barsha,no,24,35.1,Traffic Operations A,OP001,Ahmed Salem,AS,Senior Operator
ALT007318,2026-03-31T21:04:27,medium,in_progress,Taxi,DRV10203,Tariq Al Hammadi,TH,Cars Taxi,Tampered Meter,JBR,yes,12,7.7,Marine Patrol,OP012,Bilal Al Owais,BO,Junior Operator
ALT005395,2026-03-31T20:21:30,low,closed,Taxi,DRV11191,Salim Al Maktoum,SM,Metro Taxi,Unsafe Distance,Dubai Sports City,no,24,33.3,Public Transit Unit,OP013,Tariq Al Hashimi,TH,Shift Supervisor
ALT007847,2026-03-31T20:20:12,medium,fined,Taxi,DRV11956,Tariq Al Falasi,TF,Citi Taxi,Unauthorized Stop,Jumeirah,no,12,14.4,Smart Enforcement,OP019,Marwan Al Mansouri,MM,Operator
ALT006478,2026-03-31T18:19:57,high,new,Hourly Rental,DRV11698,Walid Al Nuaimi,WN,Al Naboodah Transport,Failure to Yield,Al Barsha,yes,4,2.9,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT007085,2026-03-31T15:08:33,low,escalated,Limousine & E-Hail,DRV10808,Adel Al Tayer,AT,Careem,Route Deviation,Dubai Marina,no,24,47.8,Smart Enforcement,OP017,Hamad Al Qassimi,HQ,Senior Operator
ALT003195,2026-03-31T14:32:23,high,closed,Taxi,DRV11775,Sultan Al Marri,SM,Citi Taxi,Failure to Yield,Downtown Dubai,no,4,4.3,Marine Patrol,OP012,Bilal Al Owais,BO,Junior Operator
ALT004293,2026-03-31T12:04:32,low,closed,Taxi,DRV11589,Fadi Al Shamsi,FS,Arabia Taxi,Unauthorized Pickup,Downtown Dubai,no,24,108.7,Field Response Team,OP023,Ziad Al Falasi,ZF,Operator
ALT004694,2026-03-31T11:59:24,medium,in_progress,School Bus,DRV11700,Hamad Al Marri,HM,School Transport Services,Lane Discipline,Downtown Dubai,yes,12,8.5,Public Transit Unit,OP015,Ibrahim Al Naqbi,IN,Operator
ALT007584,2026-03-31T11:06:13,high,in_progress,School Bus,DRV10749,Faisal Al Suwaidi,FS,Emirates Transport,Speeding (>20 km/h over),JBR,no,4,10.6,Smart Enforcement,OP018,Adel Al Hammadi,AH,Operator
ALT007165,2026-03-31T08:35:44,medium,fined,Hourly Rental,DRV11495,Hamad Al Hashimi,HH,Careem,Unauthorized Pickup,Jumeirah,no,12,32.4,Traffic Operations A,OP003,Omar Al Falasi,OF,Operator
ALT008105,2026-03-31T07:18:49,medium,closed,School Bus,DRV12345,Fadi Al Awadhi,FA,Emirates Transport,Reckless Lane Change,Downtown Dubai,no,12,18.0,Public Transit Unit,OP014,Yousef Al Mazrouei,YM,Operator
ALT005683,2026-03-31T06:31:46,high,new,Taxi,DRV10502,Hamad Al Hammadi,HH,Citi Taxi,Tampered Meter,Mirdif,yes,4,4.0,Traffic Operations B,OP006,Laila Mansour,LM,Operator
ALT004232,2026-03-31T06:17:54,low,closed,Hourly Rental,DRV12245,Mohammed Al Zaabi,MZ,Hala Rides,Failure to Yield,JBR,no,24,29.6,Field Response Team,OP022,Mahmoud Al Marri,MA,Operator
ALT004417,2026-03-31T04:37:11,low,closed,School Bus,DRV12348,Omar Al Awadhi,OA,School Transport Services,Unauthorized Pickup,Downtown Dubai,no,24,47.9,Marine Patrol,OP011,Sultan Al Awadhi,SA,Operator
ALT006424,2026-03-31T04:31:38,low,new,Taxi,DRV12399,Ibrahim Al Shamsi,IS,National Taxi,Unauthorized Pickup,Jebel Ali,yes,24,3.1,Smart Enforcement,OP018,Adel Al Hammadi,AH,Operator
ALT000654,2026-03-31T04:23:41,low,closed,Taxi,DRV10532,Rashid Al Qassimi,RQ,Arabia Taxi,Red Light Violation,Jumeirah,no,24,85.3,Field Response Team,OP024,Karim Al Tayer,KT,Junior Operator
ALT007964,2026-03-31T00:47:28,low,escalated,Public Bus,DRV11903,Hassan Al Shamsi,HS,Emirates Transport,Reckless Lane Change,Dubai Sports City,no,24,50.1,Marine Patrol,OP012,Bilal Al Owais,BO,Junior Operator
ALT002209,2026-03-31T00:07:24,high,in_progress,School Bus,DRV12084,Bilal Al Mansouri,BM,Emirates Transport,Speeding (>20 km/h over),Jumeirah,no,4,9.0,Marine Patrol,OP012,Bilal Al Owais,BO,Junior Operator
ALT007653,2026-03-30T23:48:56,high,escalated,Public Bus,DRV10711,Marwan Al Suwaidi,MS,Emirates Transport,Mobile Phone Usage,Dubai Investment Park,no,4,26.3,Field Response Team,OP022,Mahmoud Al Marri,MA,Operator
ALT005681,2026-03-30T20:10:23,high,closed,School Bus,DRV10529,Faisal Al Shamsi,FS,Emirates Transport,Lane Discipline,Dubai Marina,no,4,11.1,Traffic Operations B,OP008,Faisal Al Marri,FM,Junior Operator
ALT004985,2026-03-30T19:32:29,low,closed,Hourly Rental,DRV11544,Ibrahim Al Suwaidi,IS,Al Naboodah Transport,Unauthorized Stop,Silicon Oasis,no,24,70.3,Traffic Operations B,OP008,Faisal Al Marri,FM,Junior Operator
ALT006753,2026-03-30T16:01:20,low,in_progress,School Bus,DRV11172,Salim Al Hashimi,SH,Emirates Transport,Unsafe Distance,Al Qusais,yes,24,8.0,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT006729,2026-03-30T15:12:03,low,closed,Limousine & E-Hail,DRV11657,Marwan Al Mansouri,MM,Uber Fleet,Mobile Phone Usage,Al Barsha,no,24,46.5,Smart Enforcement,OP017,Hamad Al Qassimi,HQ,Senior Operator
ALT001124,2026-03-30T12:15:32,medium,closed,Taxi,DRV11894,Sultan Al Awadhi,SA,Metro Taxi,Red Light Violation,Downtown Dubai,yes,12,2.3,Traffic Operations A,OP002,Khalid Al Suwaidi,KA,Operator
ALT008298,2026-03-30T09:10:32,low,in_progress,School Bus,DRV11866,Nasser Al Shamsi,NS,Emirates Transport,Excessive Idling,Deira,yes,24,4.6,Traffic Operations B,OP006,Laila Mansour,LM,Operator
ALT002793,2026-03-30T08:39:14,high,closed,Public Bus,DRV10495,Faisal Al Marri,FM,RTA Public Buses,Mobile Phone Usage,Business Bay,no,4,6.1,Field Response Team,OP024,Karim Al Tayer,KT,Junior Operator
ALT003211,2026-03-30T08:06:58,medium,closed,Limousine & E-Hail,DRV10287,Ziad Al Naqbi,ZN,Careem,Tampered Meter,Al Rashidiya,yes,12,4.1,Public Transit Unit,OP016,Mansour Al Zaabi,MZ,Junior Operator
ALT005414,2026-03-30T07:35:36,low,closed,Limousine & E-Hail,DRV12438,Omar Al Owais,OO,Careem,Reckless Lane Change,Al Qusais,no,24,40.1,Field Response Team,OP021,Walid Al Suwaidi,WS,Senior Operator
ALT001455,2026-03-30T07:14:16,high,fined,Public Bus,DRV10017,Marwan Al Mazrouei,MM,RTA Public Buses,Unauthorized Stop,Jebel Ali,no,4,41.0,Traffic Operations A,OP003,Omar Al Falasi,OF,Operator
ALT005272,2026-03-30T06:40:24,high,closed,Limousine & E-Hail,DRV10987,Faisal Al Hashimi,FH,Careem,Excessive Idling,Jumeirah,yes,4,3.5,Marine Patrol,OP009,Saeed Al Nuaimi,SN,Senior Operator
ALT006443,2026-03-30T05:49:15,medium,closed,Taxi,DRV12131,Walid Al Hammadi,WH,Metro Taxi,Lane Discipline,Downtown Dubai,yes,12,3.7,Public Transit Unit,OP013,Tariq Al Hashimi,TH,Shift Supervisor
ALT006924,2026-03-30T05:18:59,medium,closed,Hourly Rental,DRV11254,Hamad Al Zaabi,HZ,Hala Rides,Red Light Violation,Silicon Oasis,no,12,18.8,Marine Patrol,OP012,Bilal Al Owais,BO,Junior Operator
ALT000691,2026-03-30T04:37:36,low,escalated,Public Bus,DRV10239,Faisal Al Qassimi,FQ,RTA Public Buses,Unauthorized Pickup,Jumeirah,no,24,32.6,Public Transit Unit,OP014,Yousef Al Mazrouei,YM,Operator
ALT007514,2026-03-30T02:04:56,medium,closed,Hourly Rental,DRV10666,Ibrahim Al Owais,IO,Hala Rides,Speeding (>20 km/h over),Al Quoz,yes,12,4.0,Traffic Operations A,OP001,Ahmed Salem,AS,Senior Operator
ALT002703,2026-03-29T23:45:40,medium,in_progress,Taxi,DRV11373,Ibrahim Al Suwaidi,IS,Dubai Taxi Corporation,Failure to Yield,Downtown Dubai,yes,12,9.3,Marine Patrol,OP012,Bilal Al Owais,BO,Junior Operator
ALT004162,2026-03-29T20:12:00,low,in_progress,Taxi,DRV12303,Bilal Al Owais,BO,Arabia Taxi,Tampered Meter,JBR,yes,24,6.6,Traffic Operations B,OP007,Hassan Al Tayer,HT,Operator
ALT005441,2026-03-29T20:09:50,low,new,Hourly Rental,DRV10234,Yousef Al Shamsi,YS,Hala Rides,Speeding (>20 km/h over),Jebel Ali,yes,24,2.3,Field Response Team,OP022,Mahmoud Al Marri,MA,Operator
ALT002721,2026-03-29T17:54:50,high,closed,Taxi,DRV10668,Marwan Al Suwaidi,MS,Citi Taxi,Unauthorized Stop,Deira,no,4,7.3,Public Transit Unit,OP014,Yousef Al Mazrouei,YM,Operator
ALT003505,2026-03-29T15:57:42,medium,new,Taxi,DRV11775,Sultan Al Marri,SM,Citi Taxi,Failure to Yield,Silicon Oasis,yes,12,3.6,Marine Patrol,OP011,Sultan Al Awadhi,SA,Operator
ALT007820,2026-03-29T15:41:28,high,closed,School Bus,DRV11009,Marwan Al Shamsi,MS,School Transport Services,Lane Discipline,Deira,yes,4,2.3,Public Transit Unit,OP015,Ibrahim Al Naqbi,IN,Operator
ALT001329,2026-03-29T11:35:47,medium,new,Taxi,DRV10134,Khalid Al Suwaidi,KS,Arabia Taxi,Reckless Lane Change,Al Barsha,yes,12,3.0,Smart Enforcement,OP019,Marwan Al Mansouri,MM,Operator
ALT001558,2026-03-29T10:40:24,low,closed,Limousine & E-Hail,DRV10896,Faisal Al Mazrouei,FM,Genie Limousine,Tampered Meter,Al Barsha,no,24,43.1,Traffic Operations A,OP001,Ahmed Salem,AS,Senior Operator
ALT004305,2026-03-29T10:28:12,low,closed,Public Bus,DRV11407,Hamad Al Qassimi,HQ,RTA Public Buses,Unauthorized Pickup,JBR,yes,24,6.0,Marine Patrol,OP009,Saeed Al Nuaimi,SN,Senior Operator
ALT004078,2026-03-29T09:40:56,low,fined,Taxi,DRV11950,Mahmoud Al Suwaidi,MS,Dubai Taxi Corporation,Route Deviation,JBR,no,24,25.9,Smart Enforcement,OP017,Hamad Al Qassimi,HQ,Senior Operator
ALT000968,2026-03-29T08:20:01,medium,in_progress,Limousine & E-Hail,DRV12148,Hassan Al Nuaimi,HN,Yango Premium,Unsafe Distance,Al Barsha,yes,12,3.5,Public Transit Unit,OP015,Ibrahim Al Naqbi,IN,Operator
ALT002377,2026-03-29T08:10:35,medium,in_progress,Public Bus,DRV11720,Ayman Al Owais,AO,Emirates Transport,Reckless Lane Change,Business Bay,yes,12,3.3,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
ALT000421,2026-03-29T07:56:30,high,closed,Taxi,DRV12079,Ahmed Al Suwaidi,AS,National Taxi,Unauthorized Stop,Business Bay,yes,4,1.9,Smart Enforcement,OP018,Adel Al Hammadi,AH,Operator
ALT007705,2026-03-29T06:30:22,low,closed,Hourly Rental,DRV11978,Ziad Al Tayer,ZT,Careem,Failure to Yield,Business Bay,yes,24,6.3,Smart Enforcement,OP017,Hamad Al Qassimi,HQ,Senior Operator
ALT006412,2026-03-29T06:28:42,high,closed,Hourly Rental,DRV11463,Khalid Al Naqbi,KN,Al Naboodah Transport,Reckless Lane Change,Al Quoz,yes,4,1.3,Traffic Operations B,OP005,John Doe,JD,Shift Supervisor
