alert_id,timestamp,alert_type,alert_label,severity,state,source,category,driver_name,driver_initials,driver_company,vehicle_plate,zone,location,speed_kmh,ai_recommendation,duplicated
TRG002035,2026-05-07T02:25:19,fatigue,Driver Fatigue,high,open,MNVR,Public Bus,Edward Stevens,ES,RTA Public Buses,DXB-B-3080,Al Rashidiya,Rashidiya Metro Rd,,Instruct driver to take mandatory break,no
TRG000230,2026-05-06T21:02:30,distraction,Driver Distraction,high,closed,MNVR,Public Bus,David Simmons,DS,RTA Public Buses,DXB-B-3687,Al Barsha,Sheikh Zayed Road,,Send live coaching prompt to driver,no
TRG002005,2026-05-06T19:30:36,idling,Idling,high,open,DS/Teams,Public Bus,Tomas Henderson,TH,RTA Public Buses,DXB-B-7960,Al Barsha,Sheikh Zayed Road,,Send efficiency reminder to driver,no
TRG001006,2026-05-06T19:30:01,fatigue,Driver Fatigue,high,investigation,DS/Teams,Public Bus,Sergei Mills,SM,RTA Public Buses,DXB-B-2807,Dubai Marina,King Salman Bin Abdulaziz Al Saud St,,Override dispatch — pull from rotation,no
TRG001150,2026-05-06T17:15:32,harsh,Harsh Driving,medium,closed,MNVR,Taxi,Rohan Duncan,RD,Dubai Taxi Corporation,DXB-T-50786,Business Bay,Al Abraj Street,68,Log for end-of-shift review,no
TRG001680,2026-05-06T16:14:16,idling,Idling,low,investigation,MNVR,Taxi,Henry Rogers,HR,Arabia Taxi,DXB-G-77853,Deira,Baniyas Square,,Flag for daily review,no
TRG002128,2026-05-06T11:44:23,camera,Camera Disconnection,high,investigation,MNVR,Public Bus,Sergei Clark,SC,RTA Public Buses,DXB-B-9213,Dubai Investment Park,Schoolzone Rd,,Dispatch field tech — recurring issue,no
TRG001866,2026-05-06T09:44:37,fatigue,Driver Fatigue,medium,acknowledged,DS/Teams,Taxi,Simon Greene,SG,Citi Taxi,DXB-O-72146,Deira,Baniyas Square,,Instruct driver to take mandatory break,no
TRG000609,2026-05-06T08:28:13,harsh,Harsh Driving,high,open,MNVR,Public Bus,Adrian Powell,AP,Emirates Transport,DXB-B-1471,Downtown Dubai,Burj Khalifa Blvd,84,Escalate to safety review board,no
TRG001046,2026-05-06T04:27:41,fatigue,Driver Fatigue,high,investigation,ETMP,Taxi,Pablo Roberts,PR,National Taxi,DXB-D-66777,Downtown Dubai,Sheikh Mohammed Bin Rashid Blvd,,Confirm with supervisor & monitor,no
TRG001352,2026-05-06T04:08:16,signal,No Signal,low,stafteesh,ETMP,Taxi,Johan Weaver,JW,Citi Taxi,DXB-T-62804,Silicon Oasis,Sheikh Mohammed Bin Zayed Rd,,Acknowledge — temporary blackout zone,no
TRG000398,2026-05-06T02:55:33,idling,Idling,low,open,MNVR,Public Bus,Tomas Cruz,TC,RTA Public Buses,DXB-B-1249,Dubai Investment Park,Schoolzone Rd,,Acknowledge — within tolerance,no
TRG000872,2026-05-06T02:28:15,fatigue,Driver Fatigue,medium,open,DS/Teams,Taxi,Hugo Wells,HW,Cars Taxi,DXB-L-48807,Al Barsha,Al Barsha Road,,Route to nearest rest stop,no
TRG001678,2026-05-06T02:17:05,fatigue,Driver Fatigue,high,open,DS/Teams,School Bus,Leon Young,LY,School Transport Services,DXB-S-9639,Al Barsha,Al Barsha Road,,Route to nearest rest stop,no
TRG000179,2026-05-06T01:46:19,fatigue,Driver Fatigue,medium,investigation,ETMP,Taxi,Lucas Willis,LW,Citi Taxi,DXB-B-62999,JBR,The Walk,,Route to nearest rest stop,yes
TRG000554,2026-05-06T00:37:07,camera,Camera Disconnection,high,investigation,MNVR,Taxi,Arthur Richardson,AR,Citi Taxi,DXB-D-24781,Jebel Ali,Jebel Ali Free Zone,,Dispatch field tech — recurring issue,no
TRG000130,2026-05-05T23:56:55,fatigue,Driver Fatigue,high,stafteesh,ETMP,Taxi,Pavel Cooper,PC,Cars Taxi,DXB-F-83810,Dubai Marina,Sheikh Zayed Rd Junction,,Override dispatch — pull from rotation,yes
TRG000514,2026-05-05T22:36:34,camera,Camera Disconnection,medium,closed,MNVR,Public Bus,Oscar Ramirez,OR,RTA Public Buses,DXB-B-6367,JBR,Jumeirah Beach Residence,,Dispatch field tech — recurring issue,no
TRG000918,2026-05-05T21:43:36,signal,No Signal,high,acknowledged,MNVR,Taxi,Emil Alexander,EA,Arabia Taxi,DXB-N-30512,Al Qusais,Damascus Street,,Acknowledge — temporary blackout zone,no
TRG000870,2026-05-05T20:32:51,fatigue,Driver Fatigue,high,closed,MNVR,Taxi,Mateo Nelson,MN,Arabia Taxi,DXB-M-36537,JBR,The Beach Promenade,,Override dispatch — pull from rotation,no
TRG002637,2026-05-05T20:04:37,signal,No Signal,low,open,MNVR,Taxi,Chidi Morales,CM,Dubai Taxi Corporation,DXB-T-14074,Deira,Al Rigga Road,,Dispatch tech if persistent >15min,no
TRG001697,2026-05-05T19:31:58,harsh,Harsh Driving,medium,acknowledged,DS/Teams,Taxi,Henri Chavez,HC,Metro Taxi,DXB-N-34777,Al Rashidiya,Nadd Al Hamar Rd,88,Log for end-of-shift review,no
TRG001633,2026-05-05T19:24:43,camera,Camera Disconnection,medium,acknowledged,DS/Teams,Marine,Dmitri Hunt,DH,Dubai Marine Transport,MAR-714,Jumeirah,Umm Suqeim Road,,Verify cable connection at next stop,no
TRG002585,2026-05-05T18:20:04,camera,Camera Disconnection,high,stafteesh,ETMP,Marine,Dmitri Palmer,DP,Dubai Marine Transport,MAR-601,Jumeirah,Umm Suqeim Road,,Escalate to fleet maintenance,no
TRG000782,2026-05-05T17:27:36,harsh,Harsh Driving,high,acknowledged,MNVR,Hourly Rental,David Chavez,DC,Careem,DXB-Q-36644,Deira,Baniyas Square,95,Escalate to safety review board,no
TRG001009,2026-05-05T15:32:32,fatigue,Driver Fatigue,medium,stafteesh,MNVR,School Bus,Rohan Young,RY,Emirates Transport,DXB-S-3547,Al Qusais,Damascus Street,,Route to nearest rest stop,no
TRG002508,2026-05-05T14:56:13,distraction,Driver Distraction,medium,open,DS/Teams,Taxi,Felix Baker,FB,National Taxi,DXB-R-45437,JBR,Jumeirah Beach Residence,,Schedule supervisor review,no
TRG002139,2026-05-05T14:14:59,idling,Idling,medium,closed,MNVR,Marine,Ivan Brooks,IB,Dubai Marine Transport,MAR-683,Downtown Dubai,Mohammed Bin Rashid Blvd,,Auto-close — under 5min,no
TRG001299,2026-05-05T12:38:38,harsh,Harsh Driving,medium,acknowledged,ETMP,Taxi,Jack Cruz,JC,Dubai Taxi Corporation,DXB-G-83709,Mirdif,Algeria Street,87,Send to Stafteesh for fine assessment,no
TRG000526,2026-05-05T10:26:33,signal,No Signal,medium,open,DS/Teams,Taxi,Arthur Clark,AC,Arabia Taxi,DXB-R-52789,Dubai Sports City,Els Club Rd,,Dispatch tech if persistent >15min,no
TRG000396,2026-05-05T10:19:42,harsh,Harsh Driving,high,open,MNVR,Public Bus,Julian Duncan,JD,Emirates Transport,DXB-B-5741,Jumeirah,Jumeirah Beach Road,91,Send to Stafteesh for fine assessment,yes
TRG001741,2026-05-05T09:01:51,signal,No Signal,low,open,DS/Teams,Taxi,Rohan Knight,RK,Metro Taxi,DXB-O-58717,JBR,The Walk,,Auto-resolve when signal restored,no
TRG002515,2026-05-05T07:18:24,idling,Idling,medium,open,ETMP,Taxi,Sergei Phillips,SP,Metro Taxi,DXB-P-27304,Al Barsha,Mall of the Emirates,,Auto-close — under 5min,no
TRG000318,2026-05-05T05:46:17,harsh,Harsh Driving,low,acknowledged,ETMP,Taxi,Matteo Carroll,MC,Cars Taxi,DXB-R-37968,Downtown Dubai,Burj Khalifa Blvd,44,Escalate to safety review board,no
TRG000758,2026-05-05T05:33:41,harsh,Harsh Driving,high,investigation,MNVR,School Bus,Stefan Perry,SP,Emirates Transport,DXB-S-4288,Al Quoz,Al Meydan Road,81,Issue coaching alert to driver,no
TRG001312,2026-05-05T05:28:32,fatigue,Driver Fatigue,low,acknowledged,MNVR,Taxi,Gabriel Jordan,GJ,National Taxi,DXB-E-33129,Downtown Dubai,Mohammed Bin Rashid Blvd,,Route to nearest rest stop,no
TRG002124,2026-05-05T05:14:40,distraction,Driver Distraction,medium,closed,DS/Teams,Taxi,Sergei Mills,SM,Arabia Taxi,DXB-B-36834,Dubai Investment Park,Green Community,,Send live coaching prompt to driver,no
TRG000685,2026-05-05T03:32:49,harsh,Harsh Driving,medium,closed,MNVR,Taxi,Dmitri Walker,DW,Citi Taxi,DXB-H-33661,Deira,Al Rigga Road,75,Send to Stafteesh for fine assessment,no
TRG000219,2026-05-05T03:23:43,idling,Idling,low,open,MNVR,School Bus,Henry Price,HP,School Transport Services,DXB-S-3158,Al Rashidiya,Nadd Al Hamar Rd,,Acknowledge — within tolerance,no
TRG001008,2026-05-05T03:09:46,distraction,Driver Distraction,medium,open,ETMP,Taxi,Kwame Jordan,KJ,National Taxi,DXB-J-75991,Deira,Al Rigga Road,,"Acknowledge — minor, log only",no
TRG000776,2026-05-05T01:53:40,fatigue,Driver Fatigue,high,fined,MNVR,Taxi,Hans Parker,HP,Arabia Taxi,DXB-C-30317,JBR,The Walk,,Instruct driver to take mandatory break,no
TRG001380,2026-05-05T00:20:00,harsh,Harsh Driving,high,closed,MNVR,Taxi,Arjun West,AW,Arabia Taxi,DXB-B-36842,JBR,The Walk,89,Log for end-of-shift review,no
TRG001898,2026-05-04T23:38:12,harsh,Harsh Driving,medium,closed,ETMP,Taxi,Lucas Gibson,LG,Cars Taxi,DXB-A-68862,Al Quoz,Al Khail Road,65,Issue coaching alert to driver,no
TRG000648,2026-05-04T20:56:17,camera,Camera Disconnection,high,fined,MNVR,School Bus,James Payne,JP,Emirates Transport,DXB-S-4069,Downtown Dubai,Sheikh Mohammed Bin Rashid Blvd,,Escalate to fleet maintenance,no
TRG000682,2026-05-04T20:35:10,idling,Idling,medium,investigation,ETMP,Taxi,Dmitri Scott,DS,National Taxi,DXB-T-79380,Mirdif,Tripoli Street,,Acknowledge — within tolerance,yes
TRG000885,2026-05-04T15:35:09,idling,Idling,medium,open,DS/Teams,Limousine & E-Hail,Ming Russell,MR,Genie Limousine,DXB-L-40656,Business Bay,Marasi Drive,,Auto-close — under 5min,no
TRG001995,2026-05-04T15:25:17,harsh,Harsh Driving,high,escalated,MNVR,Public Bus,Harry Butler,HB,Emirates Transport,DXB-B-1306,Deira,Gold Souq Street,114,Escalate to safety review board,no
TRG000602,2026-05-04T14:10:47,idling,Idling,low,closed,MNVR,Taxi,Wei Cox,WC,Metro Taxi,DXB-Q-89595,Dubai Investment Park,DIP First Road,,Flag for daily review,no
TRG001973,2026-05-04T12:48:06,camera,Camera Disconnection,medium,closed,ETMP,Taxi,Kwame Hudson,KH,Arabia Taxi,DXB-J-81088,Jumeirah,Jumeirah Beach Road,,Verify cable connection at next stop,no
TRG001782,2026-05-04T10:40:12,distraction,Driver Distraction,high,open,MNVR,Limousine & E-Hail,Takeshi Walker,TW,Yango Premium,DXB-F-28175,Dubai Marina,King Salman Bin Abdulaziz Al Saud St,,Schedule supervisor review,no
TRG000246,2026-05-04T09:57:48,signal,No Signal,low,acknowledged,DS/Teams,Taxi,Kenji Webb,KW,Arabia Taxi,DXB-M-24211,Jebel Ali,Jebel Ali Free Zone,,Dispatch tech if persistent >15min,no
TRG001042,2026-05-04T09:48:14,camera,Camera Disconnection,medium,closed,MNVR,Public Bus,Tunde Duncan,TD,RTA Public Buses,DXB-B-1846,Jumeirah,Al Wasl Road,,Escalate to fleet maintenance,no
TRG000898,2026-05-04T08:32:27,signal,No Signal,low,open,MNVR,Taxi,Gabriel Jordan,GJ,National Taxi,DXB-G-76703,JBR,The Beach Promenade,,Auto-resolve when signal restored,no
TRG002157,2026-05-04T08:18:15,fatigue,Driver Fatigue,medium,investigation,ETMP,Taxi,Pavel Barnes,PB,Arabia Taxi,DXB-T-48726,Downtown Dubai,Financial Center Rd,,Route to nearest rest stop,no
TRG002352,2026-05-04T07:54:50,harsh,Harsh Driving,high,closed,DS/Teams,Taxi,Harry Kennedy,HK,Citi Taxi,DXB-T-59173,Business Bay,Marasi Drive,94,Send to Stafteesh for fine assessment,no
TRG002575,2026-05-04T05:58:31,harsh,Harsh Driving,medium,acknowledged,ETMP,Limousine & E-Hail,Mateo Barnes,MB,Genie Limousine,DXB-K-11977,Deira,Baniyas Square,66,Issue coaching alert to driver,no
TRG002720,2026-05-04T05:01:07,fatigue,Driver Fatigue,high,investigation,DS/Teams,Taxi,Felix Baker,FB,National Taxi,DXB-A-26286,Al Barsha,Sheikh Zayed Road,,Confirm with supervisor & monitor,no
TRG000571,2026-05-04T02:34:52,harsh,Harsh Driving,medium,closed,ETMP,Public Bus,Henry Hart,HH,RTA Public Buses,DXB-B-9069,Dubai Investment Park,DIP First Road,86,Escalate to safety review board,no
TRG001198,2026-05-04T01:08:42,distraction,Driver Distraction,low,investigation,DS/Teams,Taxi,Harry Harrison,HH,Dubai Taxi Corporation,DXB-P-52738,Al Rashidiya,Airport Road,,"Acknowledge — minor, log only",no
TRG001313,2026-05-04T00:50:39,idling,Idling,medium,stafteesh,MNVR,Taxi,Chidi Nelson,CN,National Taxi,DXB-B-84934,Business Bay,Business Bay Crossing,,Send efficiency reminder to driver,no
TRG001753,2026-05-03T22:57:06,camera,Camera Disconnection,high,open,MNVR,Taxi,Gabriel Jordan,GJ,Citi Taxi,DXB-K-94520,Business Bay,Marasi Drive,,Dispatch field tech — recurring issue,no
TRG002369,2026-05-03T19:18:37,signal,No Signal,medium,open,DS/Teams,Taxi,Dmitri Clark,DC,Arabia Taxi,DXB-N-32245,Jumeirah,Jumeirah Beach Road,,Acknowledge — temporary blackout zone,no
TRG000894,2026-05-03T19:16:53,harsh,Harsh Driving,high,closed,MNVR,Limousine & E-Hail,Thomas Hayes,TH,Yango Premium,DXB-J-78641,Dubai Sports City,Sports City Boulevard,108,Send to Stafteesh for fine assessment,no
TRG000257,2026-05-03T17:10:44,distraction,Driver Distraction,medium,open,MNVR,Limousine & E-Hail,Tunde Campbell,TC,Careem,DXB-I-36368,Downtown Dubai,Sheikh Mohammed Bin Rashid Blvd,,Issue formal warning — 2nd offense,no
TRG001955,2026-05-03T15:35:31,camera,Camera Disconnection,low,investigation,DS/Teams,Taxi,Stefan Coleman,SC,Metro Taxi,DXB-K-49788,Business Bay,Al Abraj Street,,Escalate to fleet maintenance,no
TRG000067,2026-05-03T15:19:01,idling,Idling,medium,investigation,DS/Teams,Taxi,Arjun Gonzales,AG,Dubai Taxi Corporation,DXB-E-42382,Dubai Investment Park,DIP First Road,,Flag for daily review,yes
TRG000725,2026-05-03T13:24:23,fatigue,Driver Fatigue,medium,open,MNVR,School Bus,Adrian Richardson,AR,School Transport Services,DXB-S-7843,JBR,The Walk,,Confirm with supervisor & monitor,no
TRG002309,2026-05-03T13:01:05,idling,Idling,medium,stafteesh,ETMP,Taxi,David Barnes,DB,Dubai Taxi Corporation,DXB-P-76051,Dubai Sports City,Sports City Boulevard,,Auto-close — under 5min,no
TRG001172,2026-05-03T12:01:14,fatigue,Driver Fatigue,high,fined,DS/Teams,Taxi,Johan Gibson,JG,Cars Taxi,DXB-P-59477,Al Barsha,Sheikh Zayed Road,,Override dispatch — pull from rotation,no
TRG001464,2026-05-03T09:19:50,distraction,Driver Distraction,high,closed,MNVR,Taxi,Luca Adams,LA,National Taxi,DXB-D-59575,Al Barsha,Mall of the Emirates,,Issue formal warning — 2nd offense,no
TRG000250,2026-05-03T08:13:12,harsh,Harsh Driving,medium,acknowledged,ETMP,Limousine & E-Hail,Luca Palmer,LP,Uber Fleet,DXB-F-28798,Dubai Marina,Sheikh Zayed Rd Junction,77,Send to Stafteesh for fine assessment,no
TRG001121,2026-05-03T05:51:14,idling,Idling,low,open,MNVR,Limousine & E-Hail,Paul Hart,PH,Careem,DXB-B-56363,Jebel Ali,Sheikh Zayed Road,,Auto-close — under 5min,no
TRG000275,2026-05-03T04:13:49,idling,Idling,low,escalated,MNVR,Taxi,Harry Butler,HB,Dubai Taxi Corporation,DXB-C-80212,Downtown Dubai,Mohammed Bin Rashid Blvd,,Acknowledge — within tolerance,no
TRG000170,2026-05-03T02:22:14,idling,Idling,low,stafteesh,MNVR,Taxi,Rohan Knight,RK,Cars Taxi,DXB-J-58219,Business Bay,Marasi Drive,,Flag for daily review,no
TRG000533,2026-05-03T01:28:12,fatigue,Driver Fatigue,high,stafteesh,DS/Teams,School Bus,Jack Knight,JK,School Transport Services,DXB-S-9064,Jebel Ali,Jebel Ali Free Zone,,Instruct driver to take mandatory break,no
TRG001736,2026-05-02T22:39:37,harsh,Harsh Driving,medium,stafteesh,DS/Teams,Hourly Rental,William Perry,WP,Hala Rides,DXB-G-70723,Downtown Dubai,Sheikh Mohammed Bin Rashid Blvd,89,Log for end-of-shift review,no
TRG002209,2026-05-02T21:10:13,harsh,Harsh Driving,medium,closed,DS/Teams,Limousine & E-Hail,Dmitri Ortiz,DO,Careem,DXB-D-50048,Mirdif,Algeria Street,85,Escalate to safety review board,no
TRG000832,2026-05-02T19:09:00,harsh,Harsh Driving,high,closed,MNVR,School Bus,Mateo Nelson,MN,School Transport Services,DXB-S-2043,Al Barsha,Mall of the Emirates,106,Log for end-of-shift review,no
TRG001243,2026-05-02T18:00:05,distraction,Driver Distraction,high,investigation,DS/Teams,Hourly Rental,Kwame Hudson,KH,Al Naboodah Transport,DXB-A-34345,Deira,Baniyas Square,,Send live coaching prompt to driver,no
TRG002423,2026-05-02T17:47:13,fatigue,Driver Fatigue,medium,investigation,DS/Teams,Limousine & E-Hail,Edward Cruz,EC,Uber Fleet,DXB-E-91750,Business Bay,Bay Avenue,,Override dispatch — pull from rotation,no
TRG001950,2026-05-02T15:21:00,harsh,Harsh Driving,medium,acknowledged,MNVR,Public Bus,James Ward,JW,Emirates Transport,DXB-B-3085,Deira,Al Rigga Road,60,Issue coaching alert to driver,no
TRG001509,2026-05-02T10:52:57,signal,No Signal,low,closed,MNVR,Public Bus,Andre Marshall,AM,Emirates Transport,DXB-B-2828,Al Rashidiya,Nadd Al Hamar Rd,,Re-establish GPS handshake,no
TRG002565,2026-05-02T09:24:53,distraction,Driver Distraction,high,fined,MNVR,Limousine & E-Hail,James Ward,JW,Careem,DXB-C-13272,Dubai Sports City,Hessa Street,,"Acknowledge — minor, log only",yes
TRG002432,2026-05-02T08:35:32,camera,Camera Disconnection,medium,closed,MNVR,Hourly Rental,William Brown,WB,Al Naboodah Transport,DXB-D-76180,Dubai Investment Park,Green Community,,Verify cable connection at next stop,no
TRG001985,2026-05-02T07:16:04,idling,Idling,medium,escalated,DS/Teams,Taxi,Pablo Ramos,PR,Citi Taxi,DXB-B-67431,Dubai Investment Park,Schoolzone Rd,,Acknowledge — within tolerance,no
TRG002657,2026-05-02T05:35:47,distraction,Driver Distraction,medium,closed,MNVR,Taxi,Sipho Cooper,SC,Cars Taxi,DXB-J-75074,Al Qusais,Damascus Street,,Issue formal warning — 2nd offense,no
TRG002110,2026-05-02T04:23:24,signal,No Signal,medium,acknowledged,ETMP,Public Bus,David Elliott,DE,Emirates Transport,DXB-B-6955,JBR,The Beach Promenade,,Acknowledge — temporary blackout zone,no
TRG000344,2026-05-02T03:45:48,fatigue,Driver Fatigue,low,stafteesh,DS/Teams,School Bus,Michael Price,MP,Emirates Transport,DXB-S-5801,Al Quoz,Al Asayel Street,,Route to nearest rest stop,no
TRG001712,2026-05-02T02:17:13,signal,No Signal,high,closed,MNVR,Taxi,Mateus Ellis,ME,Arabia Taxi,DXB-K-75487,Mirdif,Mirdif City Centre Rd,,Acknowledge — temporary blackout zone,no
TRG000464,2026-05-02T01:45:00,camera,Camera Disconnection,medium,closed,MNVR,Taxi,Anton Coleman,AC,Arabia Taxi,DXB-F-68370,Al Quoz,Al Asayel Street,,Run firmware reset remotely,no
TRG001126,2026-05-02T00:07:53,distraction,Driver Distraction,medium,closed,ETMP,Limousine & E-Hail,Dmitri Scott,DS,Uber Fleet,DXB-G-37928,Deira,Gold Souq Street,,Send live coaching prompt to driver,no
TRG001914,2026-05-01T21:48:45,distraction,Driver Distraction,medium,closed,DS/Teams,Taxi,Michael Hamilton,MH,Arabia Taxi,DXB-I-33509,Al Quoz,Al Khail Road,,Schedule supervisor review,no
TRG002417,2026-05-01T20:57:00,camera,Camera Disconnection,medium,open,DS/Teams,Taxi,Niklas Jordan,NJ,Metro Taxi,DXB-S-62826,Business Bay,Marasi Drive,,Escalate to fleet maintenance,no
TRG001171,2026-05-01T20:06:32,camera,Camera Disconnection,medium,acknowledged,DS/Teams,Taxi,Martin Crawford,MC,Cars Taxi,DXB-R-10619,Al Qusais,Beirut Street,,Escalate to fleet maintenance,yes
TRG001755,2026-05-01T19:55:42,harsh,Harsh Driving,high,closed,DS/Teams,Taxi,Thomas Sullivan,TS,Metro Taxi,DXB-E-83075,Al Rashidiya,Airport Road,126,Log for end-of-shift review,no
TRG002183,2026-05-01T19:23:16,distraction,Driver Distraction,medium,closed,DS/Teams,Limousine & E-Hail,Kofi Baker,KB,Genie Limousine,DXB-D-20743,Al Quoz,Al Meydan Road,,Schedule supervisor review,no
TRG000352,2026-05-01T16:18:49,fatigue,Driver Fatigue,high,open,MNVR,Hourly Rental,Kofi Baker,KB,Hala Rides,DXB-Q-15193,Al Quoz,Al Khail Road,,Override dispatch — pull from rotation,yes
TRG001548,2026-05-01T14:20:53,harsh,Harsh Driving,high,open,ETMP,Public Bus,Leon Turner,LT,Emirates Transport,DXB-B-8189,Jebel Ali,Sheikh Zayed Road,111,Log for end-of-shift review,no
TRG002699,2026-05-01T12:45:14,harsh,Harsh Driving,medium,acknowledged,ETMP,Marine,Henry Price,HP,Dubai Marine Transport,MAR-196,Jebel Ali,Ibn Battuta Road,70,Escalate to safety review board,no
TRG000274,2026-05-01T11:50:50,fatigue,Driver Fatigue,high,closed,DS/Teams,Limousine & E-Hail,Henry Snyder,HS,Careem,DXB-K-43702,Business Bay,Business Bay Crossing,,Instruct driver to take mandatory break,no
TRG002561,2026-05-01T10:53:00,distraction,Driver Distraction,low,fined,DS/Teams,Taxi,Lucas Gibson,LG,Arabia Taxi,DXB-E-54418,Al Rashidiya,Airport Road,,"Acknowledge — minor, log only",no
TRG000743,2026-05-01T10:04:47,distraction,Driver Distraction,medium,fined,MNVR,Taxi,Felix Peterson,FP,National Taxi,DXB-P-34299,Al Barsha,Sheikh Zayed Road,,Send live coaching prompt to driver,no
TRG001880,2026-05-01T09:05:51,fatigue,Driver Fatigue,medium,open,MNVR,Marine,Harry Owens,HO,Dubai Marine Transport,MAR-919,Downtown Dubai,Burj Khalifa Blvd,,Override dispatch — pull from rotation,no
TRG002656,2026-05-01T08:27:10,harsh,Harsh Driving,medium,escalated,DS/Teams,Taxi,Pierre Harris,PH,Metro Taxi,DXB-A-75603,Downtown Dubai,Financial Center Rd,83,Log for end-of-shift review,no
TRG000016,2026-05-01T07:41:27,fatigue,Driver Fatigue,medium,open,MNVR,Marine,Felix Ramos,FR,Dubai Marine Transport,MAR-773,Downtown Dubai,Mohammed Bin Rashid Blvd,,Override dispatch — pull from rotation,no
TRG001092,2026-05-01T07:30:55,signal,No Signal,low,investigation,ETMP,Taxi,Michael Walker,MW,Metro Taxi,DXB-L-89662,Al Rashidiya,Rashidiya Metro Rd,,Auto-resolve when signal restored,no
TRG000091,2026-05-01T06:57:14,idling,Idling,low,open,ETMP,Taxi,Jack Cruz,JC,Cars Taxi,DXB-M-29786,Dubai Investment Park,DIP First Road,,Flag for daily review,no
TRG001055,2026-05-01T06:10:06,signal,No Signal,medium,open,MNVR,Limousine & E-Hail,Carlos Bailey,CB,Hala Rides,DXB-G-37738,Business Bay,Al Abraj Street,,Re-establish GPS handshake,no
TRG001740,2026-05-01T03:53:57,distraction,Driver Distraction,high,closed,MNVR,Taxi,Niko Simpson,NS,Dubai Taxi Corporation,DXB-K-87670,Al Qusais,Al Nahda Road,,Issue formal warning — 2nd offense,no
TRG002236,2026-05-01T03:34:22,harsh,Harsh Driving,medium,fined,DS/Teams,Hourly Rental,Mateo Barnes,MB,Al Naboodah Transport,DXB-F-67745,Al Barsha,Sheikh Zayed Road,67,Send to Stafteesh for fine assessment,no
TRG002576,2026-05-01T01:52:54,distraction,Driver Distraction,medium,stafteesh,MNVR,Taxi,Sanjay Hayes,SH,Metro Taxi,DXB-N-95185,Dubai Marina,Al Marsa Street,,Schedule supervisor review,no
TRG002403,2026-05-01T01:11:00,harsh,Harsh Driving,high,open,MNVR,Public Bus,Pavel Peterson,PP,Emirates Transport,DXB-B-9399,Dubai Sports City,Els Club Rd,91,Send to Stafteesh for fine assessment,no
TRG001068,2026-05-01T00:50:39,idling,Idling,low,investigation,DS/Teams,Hourly Rental,Jack Taylor,JT,Al Naboodah Transport,DXB-N-64240,Jumeirah,Jumeirah Beach Road,,Flag for daily review,no
TRG001473,2026-04-30T21:57:18,idling,Idling,medium,open,MNVR,Taxi,William Perry,WP,Metro Taxi,DXB-O-45958,Al Qusais,Damascus Street,,Send efficiency reminder to driver,no
TRG001616,2026-04-30T21:32:04,fatigue,Driver Fatigue,medium,stafteesh,MNVR,Public Bus,Harry Wilson,HW,RTA Public Buses,DXB-B-6056,Al Barsha,Sheikh Zayed Road,,Route to nearest rest stop,no
TRG001349,2026-04-30T18:30:42,camera,Camera Disconnection,medium,acknowledged,ETMP,Taxi,Dmitri Collins,DC,Metro Taxi,DXB-F-64818,Jumeirah,Al Wasl Road,,Dispatch field tech — recurring issue,no
TRG000972,2026-04-30T17:39:36,camera,Camera Disconnection,medium,open,MNVR,Taxi,Takeshi Walker,TW,Dubai Taxi Corporation,DXB-K-41937,Deira,Al Maktoum Road,,Dispatch field tech — recurring issue,no
TRG001231,2026-04-30T16:48:37,harsh,Harsh Driving,high,closed,DS/Teams,Limousine & E-Hail,Carlos Watson,CW,Yango Premium,DXB-L-17016,Al Barsha,Al Barsha Road,101,Issue coaching alert to driver,no
TRG002396,2026-04-30T16:46:49,signal,No Signal,high,open,ETMP,Limousine & E-Hail,William Perry,WP,Yango Premium,DXB-F-99703,JBR,The Beach Promenade,,Dispatch tech if persistent >15min,no
TRG002116,2026-04-30T16:37:37,idling,Idling,low,open,DS/Teams,Public Bus,Dmitri Ortiz,DO,Emirates Transport,DXB-B-7876,Jebel Ali,Sheikh Zayed Road,,Acknowledge — within tolerance,no
TRG002763,2026-04-30T16:32:56,camera,Camera Disconnection,high,stafteesh,ETMP,Limousine & E-Hail,Henry Gray,HG,Genie Limousine,DXB-F-91179,Jebel Ali,Jebel Ali Free Zone,,Run firmware reset remotely,no
TRG001931,2026-04-30T13:04:40,harsh,Harsh Driving,low,open,MNVR,Taxi,Jack Wright,JW,Arabia Taxi,DXB-R-91135,Business Bay,Bay Avenue,47,Log for end-of-shift review,no
TRG002129,2026-04-30T12:19:59,signal,No Signal,low,open,DS/Teams,Taxi,Peter Franklin,PF,Citi Taxi,DXB-F-55569,Jebel Ali,Ibn Battuta Road,,Acknowledge — temporary blackout zone,no
TRG001530,2026-04-30T11:50:01,camera,Camera Disconnection,high,closed,MNVR,Hourly Rental,David Weaver,DW,Careem,DXB-E-61918,Jumeirah,Jumeirah Beach Road,,Run firmware reset remotely,no
TRG002558,2026-04-30T11:29:29,idling,Idling,low,closed,MNVR,Limousine & E-Hail,George Murphy,GM,Yango Premium,DXB-Q-34764,Deira,Baniyas Square,,Flag for daily review,no
TRG001581,2026-04-30T09:05:56,distraction,Driver Distraction,medium,stafteesh,DS/Teams,Limousine & E-Hail,Pablo Fisher,PF,Yango Premium,DXB-D-33933,Al Quoz,Al Khail Road,,"Acknowledge — minor, log only",no
