violation_id,timestamp,latitude,longitude,zone,severity,violation_type,driver_id,driver_name,driver_initials,driver_category,driver_company,driver_risk_score,driver_risk_label,driver_status,driver_status_label
V-012402,2026-02-28T06:03,25.25579,55.37061,Al Rashidiya,moderate,Speeding,D-02625,Rakan Al Ameri,RA,Limousine & E-Hail,Uber Dubai,7.6,High Risk,active,Active
V-007041,2026-02-28T05:52,25.09309,55.14254,Dubai Marina,moderate,Phone Use,D-01478,Ahmed Al Hashemi,AH,Public Bus,Dubai Transport Co.,4.1,Moderate,active,Active
V-010394,2026-02-28T05:33,25.19772,55.28013,Downtown Dubai,moderate,Harsh Braking,D-02189,Sami Al Marri,SM,School Bus,Al Reef School Transport,7.5,High Risk,investigation,Under Investigation
V-007128,2026-02-28T05:31,25.19294,55.28209,Downtown Dubai,high,Phone Use,D-01503,Ziad Al Nuaimi,ZN,Public Bus,RTA Public Transport,6.5,High Risk,active,Active
V-000150,2026-02-28T05:13,25.19372,55.25543,Business Bay,high,Speeding,D-00038,Adel Al Kaabi,AK,Taxi,Cars Taxi,7.9,High Risk,investigation,Under Investigation
V-010365,2026-02-28T05:01,25.12421,55.21439,Al Barsha,moderate,Harsh Braking,D-02184,Younes Al Hashemi,YH,School Bus,GEMS Transport,7.4,High Risk,investigation,Under Investigation
V-001108,2026-02-28T04:57,25.05916,55.22587,Dubai Sports City,moderate,Phone Use,D-00246,Omar Al Dhaheri,OD,Taxi,Cars Taxi,7.8,High Risk,suspended,Suspended
V-016058,2026-02-28T04:35,25.20632,55.29011,Downtown Dubai,moderate,Lane Violation,D-03397,Faisal Al Shamsi,FS,Hourly Rental,Europcar,7.3,High Risk,active,Active
V-013151,2026-02-28T04:32,25.18303,55.26029,Business Bay,moderate,Harsh Braking,D-02765,Fahad Al Zaabi,FZ,Limousine & E-Hail,Careem Fleet,9.5,Critical,investigation,Under Investigation
V-008874,2026-02-28T04:16,25.19366,55.28893,Downtown Dubai,moderate,Phone Use,D-01902,Sami Al Jaberi,SJ,School Bus,Al Mawakeb Transport,7.8,High Risk,active,Active
V-011144,2026-02-28T04:13,25.12898,55.2171,Al Barsha,low,Phone Use,D-02368,Faisal Al Marri,FM,Limousine & E-Hail,Al Ghazal Transport,6.6,High Risk,investigation,Under Investigation
V-000528,2026-02-28T03:42,25.30937,55.39279,Al Qusais,low,Distraction,D-00128,Yusuf Al Rashidi,YR,Taxi,Dubai Taxi Corp,5.4,Moderate,active,Active
V-009265,2026-02-28T03:39,25.12946,55.40263,Silicon Oasis,low,Phone Use,D-01990,Majid Bin Hamad,MH,School Bus,GEMS Transport,4.0,Moderate,active,Active
V-003916,2026-02-28T03:31,25.19892,55.25849,Business Bay,moderate,Speeding,D-00824,Turki Al Sayegh,TS,Taxi,Metro Taxi,8.6,Critical,suspended,Suspended
V-009208,2026-02-28T03:12,25.20178,55.28517,Downtown Dubai,moderate,Phone Use,D-01978,Ziad Bin Hamad,ZH,School Bus,Al Mawakeb Transport,9.3,Critical,suspended,Suspended
V-000189,2026-02-28T03:10,24.9753,55.08312,Jebel Ali,moderate,Speeding,D-00047,Nasser Al Bastaki,NB,Taxi,Al Naboodah Taxi,3.9,Moderate,active,Active
V-012274,2026-02-28T02:54,25.19546,55.2735,Business Bay,low,Idling,D-02593,Mohammed Al Mansouri,MM,Limousine & E-Hail,Emirates Limousine,8.2,Critical,investigation,Under Investigation
V-001697,2026-02-28T02:42,25.30187,55.40961,Al Qusais,low,Distraction,D-00368,Bader Al Shamsi,BS,Taxi,Emirates Taxi LLC,4.1,Moderate,active,Active
V-001050,2026-02-28T02:32,25.04635,55.21602,Dubai Sports City,low,Harsh Braking,D-00235,Mubarak Bin Hamad,MH,Taxi,Metro Taxi,6.0,Moderate,active,Active
V-000487,2026-02-28T02:17,25.24864,55.40179,Al Rashidiya,high,Speeding,D-00121,Ammar Al Otaiba,AO,Taxi,National Taxi,6.6,High Risk,investigation,Under Investigation
V-012119,2026-02-28T01:46,25.19174,55.26853,Business Bay,high,Speeding,D-02566,Saeed Al Sharqi,SS,Limousine & E-Hail,Emirates Limousine,9.3,Critical,active,Active
V-012979,2026-02-28T01:46,25.1968,55.2571,Business Bay,high,Speeding,D-02729,Majid Bin Hamad,MH,Limousine & E-Hail,Careem Fleet,5.6,Moderate,active,Active
V-004641,2026-02-28T01:44,25.09341,55.1471,Dubai Marina,high,Phone Use,D-00985,Rashid Al Jaberi,RJ,Taxi,Dubai Taxi Corp,8.5,Critical,suspended,Suspended
V-003001,2026-02-28T01:22,25.24854,55.42681,Mirdif,low,Distraction,D-00634,Khalifa Al Maktoum,KM,Taxi,Emirates Taxi LLC,3.6,Moderate,active,Active
V-015461,2026-02-28T01:10,25.00208,55.06822,Jebel Ali,high,Harsh Braking,D-03256,Bader Al Ameri,BA,Hourly Rental,Sixt UAE,3.4,Low Risk,active,Active
V-007302,2026-02-28T00:53,25.23595,55.42253,Mirdif,low,Route Deviation,D-01536,Saeed Al Suwaidi,SS,Public Bus,Dubai Transport Co.,1.3,Low Risk,active,Active
V-001617,2026-02-28T00:40,25.19586,55.26844,Business Bay,high,Driver Fatigue,D-00345,Hassan Al Falasi,HF,Taxi,Al Naboodah Taxi,7.9,High Risk,active,Active
V-006576,2026-02-28T00:04,25.28016,55.41281,Al Qusais,low,Speeding,D-01391,Majid Al Otaiba,MO,Public Bus,Dubai Transport Co.,6.0,Moderate,active,Active
V-000854,2026-02-27T23:56,25.13955,55.37993,Silicon Oasis,high,Speeding,D-00192,Ibrahim Al Mahmoud,IM,Taxi,Emirates Taxi LLC,9.7,Critical,investigation,Under Investigation
V-001678,2026-02-27T23:53,25.09291,55.16469,Dubai Marina,moderate,Phone Use,D-00355,Nasser Al Romaithi,NR,Taxi,Al Naboodah Taxi,4.8,Moderate,active,Active
V-009113,2026-02-27T23:53,25.07687,55.13918,JBR,high,Distraction,D-01964,Hamdan Al Falasi,HF,School Bus,Al Mawakeb Transport,3.8,Moderate,active,Active
V-013971,2026-02-27T23:32,25.12592,55.38514,Silicon Oasis,moderate,Phone Use,D-02940,Hamdan Al Mahmoud,HM,Marine,Dubai Ferry Services,5.6,Moderate,active,Active
V-015588,2026-02-27T23:32,25.2661,55.34001,Deira,low,Harsh Braking,D-03289,Yousef Al Ali,YA,Hourly Rental,Europcar,4.4,Moderate,active,Active
V-000197,2026-02-27T22:20,25.19584,55.26735,Downtown Dubai,low,Harsh Braking,D-00049,Ali Al Kaabi,AK,Taxi,Emirates Taxi LLC,5.2,Moderate,active,Active
V-011650,2026-02-27T22:12,25.21195,55.28771,Downtown Dubai,low,Route Deviation,D-02479,Yousef Al Naqbi,YN,Limousine & E-Hail,Careem Fleet,5.6,Moderate,active,Active
V-010757,2026-02-27T22:05,25.10527,55.19073,Al Barsha,high,Speeding,D-02261,Ammar Al Suwaidi,AS,Limousine & E-Hail,Emirates Limousine,7.8,High Risk,active,Active
V-000496,2026-02-27T21:59,25.07131,55.14228,Dubai Marina,high,Speeding,D-00122,Younes Al Mahmoud,YM,Taxi,Al Naboodah Taxi,5.4,Moderate,active,Active
V-008443,2026-02-27T21:56,25.28751,55.30996,Deira,moderate,Harsh Braking,D-01794,Khalid Al Hosani,KH,School Bus,Al Reef School Transport,9.4,Critical,active,Active
V-013440,2026-02-27T21:42,25.19218,55.28989,Downtown Dubai,moderate,Speeding,D-02828,Zayed Al Tamimi,ZT,Limousine & E-Hail,Al Ghazal Transport,7.3,High Risk,active,Active
V-012900,2026-02-27T21:24,25.18167,55.28777,Downtown Dubai,moderate,Speeding,D-02719,Karim Al Mulla,KM,Limousine & E-Hail,Emirates Limousine,5.7,Moderate,active,Active
V-003563,2026-02-27T21:21,25.1948,55.25734,Business Bay,high,Speeding,D-00745,Khalid Al Mehairi,KM,Taxi,Emirates Taxi LLC,8.9,Critical,active,Active
V-000800,2026-02-27T21:07,25.25112,55.39003,Al Rashidiya,moderate,Harsh Braking,D-00179,Fadi Al Marri,FM,Taxi,Cars Taxi,7.5,High Risk,investigation,Under Investigation
V-013476,2026-02-27T21:01,25.19709,55.26595,Business Bay,moderate,Harsh Braking,D-02833,Mohammed Al Hosani,MH,Limousine & E-Hail,Uber Dubai,8.3,Critical,suspended,Suspended
V-016249,2026-02-27T21:00,25.28295,55.39639,Al Qusais,moderate,Speeding,D-03441,Maher Al Jaberi,MJ,Hourly Rental,Avis Dubai,7.6,High Risk,active,Active
V-008451,2026-02-27T20:43,25.27737,55.41538,Al Qusais,moderate,Idling,D-01794,Khalid Al Hosani,KH,School Bus,Al Reef School Transport,9.4,Critical,active,Active
V-005852,2026-02-27T20:02,25.00422,55.08844,Jebel Ali,low,Route Deviation,D-01243,Walid Al Otaiba,WO,Public Bus,RTA Public Transport,5.1,Moderate,active,Active
V-007484,2026-02-27T19:58,25.06593,55.14191,Dubai Marina,moderate,Lane Violation,D-01580,Sami Al Nuaimi,SN,Public Bus,RTA Public Transport,9.8,Critical,active,Active
V-006073,2026-02-27T19:31,25.29676,55.39696,Al Qusais,low,Harsh Braking,D-01281,Marwan Al Falasi,MF,Public Bus,Dubai Transport Co.,0.8,Low Risk,active,Active
V-007364,2026-02-27T19:30,25.23142,55.39063,Al Rashidiya,high,Distraction,D-01555,Saeed Al Hosani,SH,Public Bus,Dubai Transport Co.,4.8,Moderate,active,Active
V-008417,2026-02-27T19:26,25.20507,55.26941,Downtown Dubai,moderate,Distraction,D-01790,Hussein Al Tamimi,HT,School Bus,GEMS Transport,1.6,Low Risk,active,Active
V-014890,2026-02-27T19:25,25.11616,55.21365,Al Barsha,moderate,Speeding,D-03134,Nayef Al Khouri,NK,Marine,Emirates Marine Transport,8.9,Critical,active,Active
V-014468,2026-02-27T19:23,25.23156,55.38529,Al Rashidiya,low,Speeding,D-03055,Hussein Al Ali,HA,Marine,Dubai Ferry Services,6.3,Moderate,active,Active
V-004854,2026-02-27T19:22,25.05523,55.23385,Dubai Sports City,moderate,Phone Use,D-01031,Yousef Al Shamsi,YS,Taxi,Cars Taxi,8.1,Critical,investigation,Under Investigation
V-001708,2026-02-27T19:18,25.18944,55.24298,Jumeirah,low,Harsh Braking,D-00371,Hani Al Awadhi,HA,Taxi,Cars Taxi,9.0,Critical,investigation,Under Investigation
V-005566,2026-02-27T19:01,25.20091,55.29384,Downtown Dubai,high,Phone Use,D-01183,Khalifa Al Shamsi,KS,Taxi,National Taxi,9.3,Critical,active,Active
V-013645,2026-02-27T18:36,25.19538,55.29471,Downtown Dubai,moderate,Lane Violation,D-02868,Fadi Al Zaabi,FZ,Limousine & E-Hail,Emirates Limousine,7.2,High Risk,active,Active
V-014746,2026-02-27T18:29,25.13268,55.21074,Al Barsha,moderate,Harsh Braking,D-03102,Abdullah Al Hashimi,AH,Marine,Dubai Ferry Services,9.8,Critical,suspended,Suspended
V-004637,2026-02-27T18:24,25.1705,55.24901,Al Quoz,high,Speeding,D-00985,Rashid Al Jaberi,RJ,Taxi,Dubai Taxi Corp,8.5,Critical,suspended,Suspended
V-013976,2026-02-27T18:14,25.08891,55.13836,JBR,low,Route Deviation,D-02942,Rashid Al Sayegh,RS,Marine,Dubai Ferry Services,3.5,Moderate,active,Active
V-005635,2026-02-27T18:11,25.20087,55.27683,Downtown Dubai,low,Speeding,D-01194,Yusuf Al Tamimi,YT,Taxi,Cars Taxi,8.0,Critical,suspended,Suspended
V-009926,2026-02-27T17:46,25.13459,55.39648,Silicon Oasis,low,Route Deviation,D-02110,Ahmed Al Kaabi,AK,School Bus,Al Mawakeb Transport,6.3,Moderate,active,Active
V-005520,2026-02-27T17:45,25.12043,55.19563,Al Barsha,moderate,Phone Use,D-01174,Faisal Al Mulla,FM,Taxi,Metro Taxi,6.3,Moderate,active,Active
V-008745,2026-02-27T17:14,25.26685,55.33085,Deira,high,Driver Fatigue,D-01860,Marwan Al Mahmoud,MM,School Bus,Al Mawakeb Transport,1.2,Low Risk,active,Active
V-006767,2026-02-27T17:03,25.29009,55.42783,Al Qusais,low,Route Deviation,D-01433,Faisal Al Dhaheri,FD,Public Bus,Dubai Transport Co.,6.7,High Risk,suspended,Suspended
V-002774,2026-02-27T16:32,25.08156,55.13363,Dubai Marina,moderate,Camera Tampering,D-00584,Bader Al Jaberi,BJ,Taxi,Metro Taxi,6.2,Moderate,active,Active
V-006117,2026-02-27T16:16,25.06987,55.23133,Dubai Sports City,moderate,Harsh Braking,D-01290,Salem Al Kaabi,SK,Public Bus,RTA Public Transport,3.3,Low Risk,active,Active
V-010250,2026-02-27T16:15,25.27692,55.40008,Al Qusais,low,Speeding,D-02160,Hani Al Bastaki,HB,School Bus,Al Mawakeb Transport,6.2,Moderate,active,Active
V-015517,2026-02-27T16:00,25.27792,55.4059,Al Qusais,low,Speeding,D-03271,Ziad Al Mansouri,ZM,Hourly Rental,Hertz UAE,0.7,Low Risk,active,Active
V-010957,2026-02-27T15:57,25.18726,55.27162,Business Bay,low,Phone Use,D-02318,Khalifa Al Zaabi,KZ,Limousine & E-Hail,Al Ghazal Transport,2.5,Low Risk,active,Active
V-008610,2026-02-27T15:55,25.24772,55.44139,Mirdif,moderate,Harsh Braking,D-01828,Marwan Al Nuaimi,MN,School Bus,GEMS Transport,8.0,Critical,investigation,Under Investigation
V-009308,2026-02-27T15:40,25.05103,55.21944,Dubai Sports City,low,Harsh Braking,D-01995,Faisal Al Suwaidi,FS,School Bus,Al Mawakeb Transport,6.7,High Risk,active,Active
V-012075,2026-02-27T15:38,25.19051,55.26353,Business Bay,moderate,Speeding,D-02562,Ali Al Mulla,AM,Limousine & E-Hail,Uber Dubai,8.0,Critical,suspended,Suspended
V-005937,2026-02-27T15:24,24.99677,55.17677,Dubai Investment Park,low,Idling,D-01262,Karim Al Kaabi,KK,Public Bus,RTA Public Transport,4.7,Moderate,active,Active
V-008733,2026-02-27T15:02,25.20133,55.26164,Downtown Dubai,low,Idling,D-01856,Hani Al Hashemi,HH,School Bus,Al Reef School Transport,2.0,Low Risk,active,Active
V-007623,2026-02-27T14:53,25.21249,55.21157,Jumeirah,low,Idling,D-01612,Hassan Al Suwaidi,HS,Public Bus,RTA Public Transport,4.2,Moderate,active,Active
V-006041,2026-02-27T14:15,25.28703,55.31967,Deira,high,Distraction,D-01277,Hani Al Mahmoud,HM,Public Bus,Dubai Transport Co.,8.5,Critical,suspended,Suspended
V-012224,2026-02-27T13:42,25.27734,55.41741,Al Qusais,high,Red Light,D-02584,Ahmed Al Mehrezi,AM,Limousine & E-Hail,Emirates Limousine,7.4,High Risk,suspended,Suspended
V-002497,2026-02-27T13:31,25.19092,55.27251,Downtown Dubai,moderate,Lane Violation,D-00524,Fahad Al Ali,FA,Taxi,Metro Taxi,8.0,Critical,investigation,Under Investigation
V-010038,2026-02-27T13:31,25.2315,55.40245,Al Rashidiya,moderate,Phone Use,D-02133,Turki Al Suwaidi,TS,School Bus,Al Mawakeb Transport,7.5,High Risk,investigation,Under Investigation
V-005762,2026-02-27T13:30,24.99337,55.08642,Jebel Ali,low,Phone Use,D-01221,Ibrahim Al Mehairi,IM,Public Bus,Dubai Transport Co.,3.2,Low Risk,active,Active
V-015107,2026-02-27T12:54,25.08554,55.13915,JBR,low,Phone Use,D-03185,Mansour Al Mansoori,MM,Hourly Rental,Europcar,5.9,Moderate,active,Active
V-003608,2026-02-27T12:48,25.25279,55.37742,Al Rashidiya,low,Harsh Braking,D-00756,Hamdan Al Maktoum,HM,Taxi,Metro Taxi,9.4,Critical,suspended,Suspended
V-013974,2026-02-27T12:32,25.29919,55.41544,Al Qusais,low,Speeding,D-02942,Rashid Al Sayegh,RS,Marine,Dubai Ferry Services,3.5,Moderate,active,Active
V-016306,2026-02-27T12:23,25.06524,55.13629,Dubai Marina,high,Speeding,D-03450,Hussein Bin Hamad,HH,Hourly Rental,Hertz UAE,9.3,Critical,investigation,Under Investigation
V-009124,2026-02-27T12:22,25.25776,55.31463,Deira,moderate,Speeding,D-01966,Bandar Al Qasimi,BQ,School Bus,GEMS Transport,8.8,Critical,suspended,Suspended
V-012813,2026-02-27T12:21,25.13746,55.40707,Silicon Oasis,high,Speeding,D-02706,Turki Al Zaabi,TZ,Limousine & E-Hail,Al Ghazal Transport,7.0,High Risk,active,Active
V-010020,2026-02-27T11:54,25.00914,55.07149,Jebel Ali,low,Idling,D-02131,Ibrahim Al Hashimi,IH,School Bus,Al Reef School Transport,6.1,Moderate,active,Active
V-002298,2026-02-27T11:52,25.18031,55.27062,Business Bay,high,Phone Use,D-00482,Fadi Al Hashemi,FH,Taxi,Emirates Taxi LLC,3.7,Moderate,active,Active
V-014975,2026-02-27T11:34,25.25994,55.33851,Deira,moderate,Phone Use,D-03152,Abdullah Al Nuaimi,AN,Hourly Rental,Hertz UAE,2.7,Low Risk,active,Active
V-016231,2026-02-27T11:31,25.1803,55.26607,Downtown Dubai,moderate,Driver Fatigue,D-03439,Ammar Al Suwaidi,AS,Hourly Rental,Avis Dubai,9.1,Critical,active,Active
V-008406,2026-02-27T11:21,25.19141,55.26917,Business Bay,moderate,Phone Use,D-01785,Obaid Al Shamsi,OS,School Bus,Al Reef School Transport,4.2,Moderate,active,Active
V-009636,2026-02-27T11:21,25.28646,55.31587,Deira,high,Harsh Braking,D-02050,Mansour Al Khouri,MK,School Bus,GEMS Transport,7.8,High Risk,investigation,Under Investigation
V-000334,2026-02-27T11:10,25.20461,55.21767,Jumeirah,low,Route Deviation,D-00080,Ziad Al Ameri,ZA,Taxi,Cars Taxi,6.4,Moderate,active,Active
V-008798,2026-02-27T10:32,25.18793,55.26121,Business Bay,high,Harsh Braking,D-01877,Rashid Al Naqbi,RN,School Bus,Al Mawakeb Transport,6.6,High Risk,active,Active
V-014039,2026-02-27T10:18,25.19295,55.22876,Jumeirah,low,Distraction,D-02957,Saif Al Bastaki,SB,Marine,Dubai Ferry Services,6.7,High Risk,investigation,Under Investigation
V-010942,2026-02-27T10:12,25.0024,55.11129,Jebel Ali,moderate,Phone Use,D-02312,Obaid Al Rashidi,OR,Limousine & E-Hail,Uber Dubai,0.7,Low Risk,active,Active
V-012191,2026-02-27T09:44,25.0133,55.16926,Dubai Investment Park,moderate,Phone Use,D-02579,Nayef Al Awadhi,NA,Limousine & E-Hail,Uber Dubai,6.7,High Risk,active,Active
V-000958,2026-02-27T09:29,25.23602,55.41335,Mirdif,low,Speeding,D-00209,Marwan Al Dhaheri,MD,Taxi,Dubai Taxi Corp,1.8,Low Risk,active,Active
V-006370,2026-02-27T09:29,25.19492,55.28569,Downtown Dubai,low,Idling,D-01338,Hamad Al Romaithi,HR,Public Bus,Dubai Transport Co.,6.2,Moderate,active,Active
V-013753,2026-02-27T09:20,25.11298,55.21504,Al Barsha,moderate,Harsh Braking,D-02889,Sultan Al Rashidi,SR,Limousine & E-Hail,Al Ghazal Transport,2.4,Low Risk,active,Active
V-015185,2026-02-27T09:07,25.1954,55.27308,Business Bay,low,Harsh Braking,D-03201,Rashid Al Mahmoud,RM,Hourly Rental,Europcar,3.7,Moderate,active,Active
V-002917,2026-02-27T09:05,25.06682,55.15305,Dubai Marina,high,Driver Fatigue,D-00620,Younes Al Dhaheri,YD,Taxi,Metro Taxi,7.5,High Risk,investigation,Under Investigation
V-003794,2026-02-27T09:03,25.07683,55.14992,Dubai Marina,moderate,Distraction,D-00789,Ibrahim Al Mazrouei,IM,Taxi,Al Naboodah Taxi,5.4,Moderate,active,Active
V-005001,2026-02-27T09:00,25.1961,55.26832,Business Bay,low,Route Deviation,D-01068,Hassan Al Sayegh,HS,Taxi,Al Naboodah Taxi,6.3,Moderate,active,Active
V-004650,2026-02-27T08:48,24.98562,55.11029,Jebel Ali,high,Phone Use,D-00985,Rashid Al Jaberi,RJ,Taxi,Dubai Taxi Corp,8.5,Critical,suspended,Suspended
V-008519,2026-02-27T08:48,25.01944,55.15437,Dubai Investment Park,low,Idling,D-01808,Rakan Al Ali,RA,School Bus,Al Reef School Transport,3.3,Low Risk,active,Active
V-002348,2026-02-27T08:41,25.08788,55.13082,JBR,low,Idling,D-00498,Abdullah Al Awadhi,AA,Taxi,National Taxi,2.7,Low Risk,active,Active
V-015481,2026-02-27T07:53,25.207,55.28653,Downtown Dubai,moderate,Speeding,D-03263,Hamdan Al Mehrezi,HM,Hourly Rental,Budget Rent-a-Car,7.0,High Risk,active,Active
V-007102,2026-02-27T07:49,25.19799,55.29399,Downtown Dubai,moderate,Distraction,D-01496,Ahmed Al Khouri,AK,Public Bus,RTA Public Transport,3.3,Low Risk,active,Active
V-016222,2026-02-27T07:38,25.08653,55.13051,JBR,high,Distraction,D-03439,Ammar Al Suwaidi,AS,Hourly Rental,Avis Dubai,9.1,Critical,active,Active
V-003937,2026-02-27T07:17,25.20865,55.277,Downtown Dubai,moderate,Speeding,D-00826,Majid Al Hashimi,MH,Taxi,National Taxi,8.9,Critical,suspended,Suspended
V-011145,2026-02-27T07:16,25.25209,55.39521,Al Rashidiya,moderate,Speeding,D-02368,Faisal Al Marri,FM,Limousine & E-Hail,Al Ghazal Transport,6.6,High Risk,investigation,Under Investigation
V-010460,2026-02-27T07:04,25.09456,55.13464,JBR,low,Harsh Braking,D-02202,Maher Al Qasimi,MQ,School Bus,Al Mawakeb Transport,3.5,Moderate,active,Active
V-008485,2026-02-27T06:39,25.19278,55.25919,Business Bay,high,Phone Use,D-01800,Abdullah Al Mansoori,AM,School Bus,GEMS Transport,6.3,Moderate,active,Active
V-006905,2026-02-27T06:28,25.1675,55.22564,Al Quoz,moderate,Phone Use,D-01455,Hamad Al Rashidi,HR,Public Bus,Dubai Transport Co.,7.9,High Risk,active,Active
V-009050,2026-02-27T06:16,25.2604,55.32858,Deira,low,Harsh Braking,D-01946,Hamad Al Shamsi,HS,School Bus,Al Reef School Transport,1.5,Low Risk,active,Active
V-009420,2026-02-27T06:11,25.1925,55.27043,Business Bay,low,Lane Violation,D-02014,Faisal Al Suwaidi,FS,School Bus,Al Reef School Transport,7.4,High Risk,investigation,Under Investigation
V-001201,2026-02-27T05:19,25.14346,55.22806,Al Quoz,low,Harsh Braking,D-00270,Turki Al Jaberi,TJ,Taxi,Al Naboodah Taxi,8.5,Critical,suspended,Suspended
V-008435,2026-02-27T04:48,25.19059,55.27328,Business Bay,high,Camera Tampering,D-01792,Ali Al Shehhi,AS,School Bus,Al Reef School Transport,5.4,Moderate,active,Active
V-011266,2026-02-27T04:36,25.04531,55.24633,Dubai Sports City,high,Speeding,D-02396,Bader Al Sayegh,BS,Limousine & E-Hail,Emirates Limousine,7.3,High Risk,investigation,Under Investigation
V-001682,2026-02-27T04:34,25.30613,55.40703,Al Qusais,low,Speeding,D-00360,Nayef Al Ali,NA,Taxi,Dubai Taxi Corp,3.2,Low Risk,active,Active
V-015669,2026-02-27T04:22,25.25508,55.31068,Deira,low,Harsh Braking,D-03312,Rakan Al Romaithi,RR,Hourly Rental,Budget Rent-a-Car,2.7,Low Risk,active,Active
V-001067,2026-02-27T04:16,25.12592,55.38672,Silicon Oasis,moderate,Harsh Braking,D-00238,Mubarak Al Shamsi,MS,Taxi,Metro Taxi,6.7,High Risk,active,Active
V-008010,2026-02-27T03:54,25.27562,55.41226,Al Qusais,high,Red Light,D-01696,Talal Al Kaabi,TK,Public Bus,Dubai Transport Co.,0.6,Low Risk,active,Active
V-002214,2026-02-27T03:45,25.26775,55.3369,Deira,high,Route Deviation,D-00472,Fadi Al Jaberi,FJ,Taxi,Al Naboodah Taxi,6.8,High Risk,active,Active
V-007313,2026-02-27T03:10,25.28037,55.40569,Al Qusais,moderate,Speeding,D-01540,Ammar Al Khouri,AK,Public Bus,RTA Public Transport,2.2,Low Risk,active,Active
V-005281,2026-02-27T03:03,25.06887,55.24112,Dubai Sports City,moderate,Speeding,D-01129,Majid Al Romaithi,MR,Taxi,Metro Taxi,1.0,Low Risk,active,Active
V-008338,2026-02-27T03:01,25.27809,55.38925,Al Qusais,low,Lane Violation,D-01762,Rashid Al Mazrouei,RM,School Bus,Al Mawakeb Transport,4.6,Moderate,active,Active
V-002168,2026-02-27T02:59,25.08416,55.13663,JBR,moderate,Speeding,D-00467,Rakan Al Falasi,RF,Taxi,Cars Taxi,8.3,Critical,investigation,Under Investigation
V-005084,2026-02-27T02:55,25.09328,55.12207,JBR,low,Route Deviation,D-01089,Hisham Al Zaabi,HZ,Taxi,Emirates Taxi LLC,5.6,Moderate,active,Active
V-016276,2026-02-27T01:58,25.23927,55.40102,Al Rashidiya,moderate,Harsh Braking,D-03444,Tariq Al Bastaki,TB,Hourly Rental,Hertz UAE,7.5,High Risk,suspended,Suspended
V-007002,2026-02-27T01:34,25.19242,55.26076,Business Bay,low,Idling,D-01470,Faisal Al Tamimi,FT,Public Bus,RTA Public Transport,9.3,Critical,suspended,Suspended
V-007243,2026-02-27T01:22,25.29816,55.39611,Al Qusais,high,Phone Use,D-01520,Ibrahim Al Hosani,IH,Public Bus,Dubai Transport Co.,7.9,High Risk,investigation,Under Investigation
V-008201,2026-02-27T01:20,25.09292,55.13723,JBR,low,Route Deviation,D-01730,Obaid Al Hashemi,OH,Public Bus,RTA Public Transport,1.4,Low Risk,active,Active
V-015842,2026-02-27T01:16,25.24526,55.4025,Al Rashidiya,high,Driver Fatigue,D-03346,Hassan Al Hosani,HH,Hourly Rental,Europcar,3.9,Moderate,investigation,Under Investigation
V-002307,2026-02-27T01:08,25.13082,55.21498,Al Barsha,moderate,Speeding,D-00485,Khalid Al Sharqi,KS,Taxi,Cars Taxi,4.3,Moderate,active,Active
V-007867,2026-02-27T00:48,25.19607,55.2439,Jumeirah,moderate,Route Deviation,D-01671,Sultan Al Zaabi,SZ,Public Bus,RTA Public Transport,4.1,Moderate,active,Active
V-000391,2026-02-27T00:32,25.06193,55.23749,Dubai Sports City,low,Idling,D-00094,Talal Al Mulla,TM,Taxi,Metro Taxi,7.2,High Risk,suspended,Suspended
V-001429,2026-02-27T00:31,25.18414,55.21459,Jumeirah,moderate,Speeding,D-00309,Khalid Al Bastaki,KB,Taxi,Al Naboodah Taxi,7.3,High Risk,investigation,Under Investigation
V-001027,2026-02-27T00:17,25.19748,55.2559,Business Bay,high,Speeding,D-00230,Tamer Al Sharqi,TS,Taxi,Metro Taxi,4.6,Moderate,active,Active
V-013533,2026-02-27T00:01,25.00332,55.16273,Dubai Investment Park,low,Idling,D-02843,Hamdan Al Mehrezi,HM,Limousine & E-Hail,Emirates Limousine,4.8,Moderate,active,Active
V-002155,2026-02-26T23:31,25.28468,55.40026,Al Qusais,low,Speeding,D-00464,Faisal Al Sayegh,FS,Taxi,Metro Taxi,3.5,Moderate,active,Active
V-010640,2026-02-26T23:29,24.99713,55.19199,Dubai Investment Park,low,Speeding,D-02234,Hisham Al Otaiba,HO,Limousine & E-Hail,Careem Fleet,7.6,High Risk,investigation,Under Investigation
V-011358,2026-02-26T23:28,25.12881,55.20498,Al Barsha,low,Distraction,D-02413,Ahmed Al Mulla,AM,Limousine & E-Hail,Careem Fleet,6.8,High Risk,active,Active
V-000794,2026-02-26T23:11,25.2454,55.39569,Al Rashidiya,low,Lane Violation,D-00177,Ibrahim Al Qasimi,IQ,Taxi,Emirates Taxi LLC,3.3,Low Risk,active,Active
V-005280,2026-02-26T22:57,25.14415,55.23104,Al Quoz,low,Phone Use,D-01128,Saeed Al Zaabi,SZ,Taxi,Al Naboodah Taxi,4.2,Moderate,active,Active
V-011630,2026-02-26T22:55,25.08572,55.11913,JBR,low,Distraction,D-02475,Karim Al Hosani,KH,Limousine & E-Hail,Al Ghazal Transport,9.2,Critical,investigation,Under Investigation
V-015542,2026-02-26T22:51,25.248,55.38775,Al Rashidiya,moderate,Distraction,D-03276,Hassan Al Nuaimi,HN,Hourly Rental,Hertz UAE,3.3,Low Risk,active,Active
